file_path,label,width,height,xml_path,bnd_box,crop_path,crop_height,crop_width,crop_ratio
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_100_3KPA241AALE328617.jpg",3KPA241AALE328617,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_100_3KPA241AALE328617.xml","{'xmin': 24.0, 'xmax': 1031.0, 'ymin': 262.0, 'ymax': 394.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA241AALE328617.jpg",132.0,1007.0,7.628787878787879
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1010_3KPA24AD6LE328557.jpg",3KPA24AD6LE328557,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1010_3KPA24AD6LE328557.xml","{'xmin': 99.0, 'xmax': 984.0, 'ymin': 173.0, 'ymax': 258.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6LE328557.jpg",85.0,885.0,10.411764705882353
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1011_3KPA24AD6LE328574.jpg",3KPA24AD6LE328574,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1011_3KPA24AD6LE328574.xml","{'xmin': 80.0, 'xmax': 965.0, 'ymin': 162.0, 'ymax': 243.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6LE328574.jpg",81.0,885.0,10.925925925925926
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1012_3KPA24AD6LE328591.jpg",3KPA24AD6LE328591,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1012_3KPA24AD6LE328591.xml","{'xmin': 75.0, 'xmax': 964.0, 'ymin': 137.0, 'ymax': 220.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6LE328591.jpg",83.0,889.0,10.710843373493976
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1013_3KPA24AD6LE328655.jpg",3KPA24AD6LE328655,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1013_3KPA24AD6LE328655.xml","{'xmin': 42.0, 'xmax': 1046.0, 'ymin': 243.0, 'ymax': 377.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6LE328655.jpg",134.0,1004.0,7.492537313432836
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1014_3KPA24AD6LE328672.jpg",3KPA24AD6LE328672,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1014_3KPA24AD6LE328672.xml","{'xmin': 44.0, 'xmax': 1050.0, 'ymin': 239.0, 'ymax': 372.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6LE328672.jpg",133.0,1006.0,7.56390977443609
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1015_3KPA24AD6ME375766.jpg",3KPA24AD6ME375766,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1015_3KPA24AD6ME375766.xml","{'xmin': 166.66127, 'xmax': 1088.0028, 'ymin': 322.1842, 'ymax': 420.30164}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME375766.jpg",98.11744000000004,921.3415299999999,9.390191285055945
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1016_3KPA24AD6ME375931.jpg",3KPA24AD6ME375931,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1016_3KPA24AD6ME375931.xml","{'xmin': 163.39793, 'xmax': 1089.4137, 'ymin': 323.12256, 'ymax': 419.39774}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME375931.jpg",96.27517999999998,926.0157700000001,9.61842678455652
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1017_3KPA24AD6ME376027.jpg",3KPA24AD6ME376027,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1017_3KPA24AD6ME376027.xml","{'xmin': 166.22726, 'xmax': 1092.1091, 'ymin': 348.59903, 'ymax': 444.2036}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME376027.jpg",95.60456999999997,925.8818399999999,9.684493534148004
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1018_3KPA24AD6ME376058.jpg",3KPA24AD6ME376058,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1018_3KPA24AD6ME376058.xml","{'xmin': 146.53326, 'xmax': 1069.94, 'ymin': 315.82578, 'ymax': 409.20544}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME376058.jpg",93.37966,923.40674,9.888735298457929
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1019_3KPA24AD6ME376061.jpg",3KPA24AD6ME376061,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1019_3KPA24AD6ME376061.xml","{'xmin': 139.49103, 'xmax': 1065.5267, 'ymin': 305.5972, 'ymax': 398.06335}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME376061.jpg",92.46615000000003,926.0356699999999,10.014861330335474
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_101_3KPA241AALE328620.jpg",3KPA241AALE328620,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_101_3KPA241AALE328620.xml","{'xmin': 2.0, 'xmax': 1013.0, 'ymin': 248.0, 'ymax': 385.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA241AALE328620.jpg",137.0,1011.0,7.37956204379562
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1020_3KPA24AD6ME376447.jpg",3KPA24AD6ME376447,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1020_3KPA24AD6ME376447.xml","{'xmin': 179.25233, 'xmax': 1104.5433, 'ymin': 349.49414, 'ymax': 441.51523}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME376447.jpg",92.02108999999996,925.29097,10.05520549691381
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1021_3KPA24AD6ME376612.jpg",3KPA24AD6ME376612,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1021_3KPA24AD6ME376612.xml","{'xmin': 154.73817, 'xmax': 1077.0634, 'ymin': 352.83286, 'ymax': 447.01285}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD6ME376612.jpg",94.17999000000003,922.32523,9.793218601955678
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1022_3KPA24AD7LE321911.jpg",3KPA24AD7LE321911,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1022_3KPA24AD7LE321911.xml","{'xmin': 0.0, 'xmax': 1064.0, 'ymin': 218.0, 'ymax': 354.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE321911.jpg",136.0,1064.0,7.823529411764706
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1023_3KPA24AD7LE322377.jpg",3KPA24AD7LE322377,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1023_3KPA24AD7LE322377.xml","{'xmin': 88.0, 'xmax': 972.0, 'ymin': 300.0, 'ymax': 383.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322377.jpg",83.0,884.0,10.650602409638553
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1024_3KPA24AD7LE322394.jpg",3KPA24AD7LE322394,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1024_3KPA24AD7LE322394.xml","{'xmin': 89.0, 'xmax': 971.0, 'ymin': 269.0, 'ymax': 358.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322394.jpg",89.0,882.0,9.910112359550562
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1025_3KPA24AD7LE322413.jpg",3KPA24AD7LE322413,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1025_3KPA24AD7LE322413.xml","{'xmin': 119.0, 'xmax': 1000.0, 'ymin': 318.0, 'ymax': 400.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322413.jpg",82.0,881.0,10.74390243902439
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1026_3KPA24AD7LE322427.jpg",3KPA24AD7LE322427,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1026_3KPA24AD7LE322427.xml","{'xmin': 93.0, 'xmax': 976.0, 'ymin': 284.0, 'ymax': 366.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322427.jpg",82.0,883.0,10.768292682926829
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1027_3KPA24AD7LE322430.jpg",3KPA24AD7LE322430,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1027_3KPA24AD7LE322430.xml","{'xmin': 74.0, 'xmax': 956.0, 'ymin': 291.0, 'ymax': 373.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322430.jpg",82.0,882.0,10.75609756097561
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1028_3KPA24AD7LE322461.jpg",3KPA24AD7LE322461,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1028_3KPA24AD7LE322461.xml","{'xmin': 0.0, 'xmax': 998.0, 'ymin': 209.0, 'ymax': 347.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322461.jpg",138.0,998.0,7.231884057971015
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1029_3KPA24AD7LE322475.jpg",3KPA24AD7LE322475,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1029_3KPA24AD7LE322475.xml","{'xmin': 32.0, 'xmax': 1041.0, 'ymin': 216.0, 'ymax': 351.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322475.jpg",135.0,1009.0,7.474074074074074
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_102_3KPA241AAME323782.jpg",3KPA241AAME323782,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_102_3KPA241AAME323782.xml","{'xmin': 101.0, 'xmax': 985.0, 'ymin': 311.0, 'ymax': 395.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA241AAME323782.jpg",84.0,884.0,10.523809523809524
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1030_3KPA24AD7LE322508.jpg",3KPA24AD7LE322508,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1030_3KPA24AD7LE322508.xml","{'xmin': 80.0, 'xmax': 962.0, 'ymin': 329.0, 'ymax': 413.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322508.jpg",84.0,882.0,10.5
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1031_3KPA24AD7LE322511.jpg",3KPA24AD7LE322511,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1031_3KPA24AD7LE322511.xml","{'xmin': 86.0, 'xmax': 976.0, 'ymin': 304.0, 'ymax': 384.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322511.jpg",80.0,890.0,11.125
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1032_3KPA24AD7LE322735.jpg",3KPA24AD7LE322735,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1032_3KPA24AD7LE322735.xml","{'xmin': 43.0, 'xmax': 1049.0, 'ymin': 231.0, 'ymax': 362.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE322735.jpg",131.0,1006.0,7.679389312977099
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1033_3KPA24AD7LE323044.jpg",3KPA24AD7LE323044,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1033_3KPA24AD7LE323044.xml","{'xmin': 29.0, 'xmax': 1031.0, 'ymin': 265.0, 'ymax': 395.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE323044.jpg",130.0,1002.0,7.707692307692308
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1034_3KPA24AD7LE323075.jpg",3KPA24AD7LE323075,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1034_3KPA24AD7LE323075.xml","{'xmin': 52.0, 'xmax': 1060.0, 'ymin': 255.0, 'ymax': 390.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE323075.jpg",135.0,1008.0,7.466666666666667
"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1035_3KPA24AD7LE323142.jpg",3KPA24AD7LE323142,1280,720,"C:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\raw\WBSIN\KVD1_WBSIN_20210305_1035_3KPA24AD7LE323142.xml","{'xmin': 103.0, 'xmax': 986.0, 'ymin': 321.0, 'ymax': 405.0}","c:\Users\KMA62139\OneDrive - Kia\Documents - Big Data, Data Science\Projects\crnn-pytorch\data\interim\cropped_wbsin_images\3KPA24AD7LE323142.jpg",84.0,883.0,10.511904761904763
